2022-03-13 18:03:625 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-13 22:03:718 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (14c389bd38b772e567bebc4fed054884)] -> id: nav-link-accountList-nav-line-1]
2022-03-13 22:03:902 INFO  ProductPage :46 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (14c389bd38b772e567bebc4fed054884)] -> id: twotabsearchtextbox]
2022-03-13 22:03:926 INFO  ProductPage :50 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (14c389bd38b772e567bebc4fed054884)] -> id: nav-search-submit-button]
2022-03-13 22:03:692 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-13 22:03:728 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (1f3a72a2b842be964d123cd8a7d13c21)] -> partial link text: Hello, Sign in]
2022-03-13 22:03:824 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (1f3a72a2b842be964d123cd8a7d13c21)] -> xpath: //input[@name='email']]
2022-03-13 22:03:841 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (1f3a72a2b842be964d123cd8a7d13c21)] -> id: continue]
2022-03-13 22:03:759 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (1f3a72a2b842be964d123cd8a7d13c21)] -> name: password]
2022-03-13 22:03:773 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (1f3a72a2b842be964d123cd8a7d13c21)] -> id: signInSubmit]
2022-03-13 22:03:848 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (1f3a72a2b842be964d123cd8a7d13c21)] -> id: nav-link-accountList-nav-line-1]
2022-03-13 22:03:31 INFO  ProductPage :46 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (1f3a72a2b842be964d123cd8a7d13c21)] -> id: twotabsearchtextbox]
2022-03-13 22:03:55 INFO  ProductPage :50 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (1f3a72a2b842be964d123cd8a7d13c21)] -> id: nav-search-submit-button]
2022-03-13 22:03:887 INFO  ProductPage :55 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (1f3a72a2b842be964d123cd8a7d13c21)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-13 22:03:523 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-13 22:03:476 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (f3040ae17b537927cf213965e00fdbd7)] -> partial link text: Hello, Sign in]
2022-03-13 22:03:445 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (f3040ae17b537927cf213965e00fdbd7)] -> xpath: //input[@name='email']]
2022-03-13 22:03:462 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (f3040ae17b537927cf213965e00fdbd7)] -> id: continue]
2022-03-13 22:03:318 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (f3040ae17b537927cf213965e00fdbd7)] -> name: password]
2022-03-13 22:03:331 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (f3040ae17b537927cf213965e00fdbd7)] -> id: signInSubmit]
2022-03-13 22:03:347 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (f3040ae17b537927cf213965e00fdbd7)] -> id: nav-link-accountList-nav-line-1]
2022-03-13 22:03:526 INFO  ProductPage :46 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (f3040ae17b537927cf213965e00fdbd7)] -> id: twotabsearchtextbox]
2022-03-13 22:03:542 INFO  ProductPage :50 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (f3040ae17b537927cf213965e00fdbd7)] -> id: nav-search-submit-button]
2022-03-13 22:03:216 INFO  ProductPage :55 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (f3040ae17b537927cf213965e00fdbd7)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-13 22:03:803 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-13 22:03:878 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (d94092341af2e56f3c012d67482ea5ad)] -> partial link text: Hello, Sign in]
2022-03-13 22:03:15 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (d94092341af2e56f3c012d67482ea5ad)] -> xpath: //input[@name='email']]
2022-03-13 22:03:31 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (d94092341af2e56f3c012d67482ea5ad)] -> id: continue]
2022-03-13 22:03:983 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (d94092341af2e56f3c012d67482ea5ad)] -> name: password]
2022-03-13 22:03:999 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (d94092341af2e56f3c012d67482ea5ad)] -> id: signInSubmit]
2022-03-13 22:03:998 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (d94092341af2e56f3c012d67482ea5ad)] -> id: nav-link-accountList-nav-line-1]
2022-03-13 22:03:165 INFO  ProductPage :46 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (d94092341af2e56f3c012d67482ea5ad)] -> id: twotabsearchtextbox]
2022-03-13 22:03:181 INFO  ProductPage :50 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (d94092341af2e56f3c012d67482ea5ad)] -> id: nav-search-submit-button]
2022-03-13 22:03:37 INFO  ProductPage :55 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (d94092341af2e56f3c012d67482ea5ad)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-13 22:03:532 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-13 22:03:583 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (282938c5131bc58c40ab27fa0b3f2780)] -> partial link text: Hello, Sign in]
2022-03-13 22:03:781 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (282938c5131bc58c40ab27fa0b3f2780)] -> xpath: //input[@name='email']]
2022-03-13 22:03:798 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (282938c5131bc58c40ab27fa0b3f2780)] -> id: continue]
2022-03-13 22:03:659 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (282938c5131bc58c40ab27fa0b3f2780)] -> name: password]
2022-03-13 22:03:673 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (282938c5131bc58c40ab27fa0b3f2780)] -> id: signInSubmit]
2022-03-13 22:03:666 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (282938c5131bc58c40ab27fa0b3f2780)] -> id: nav-link-accountList-nav-line-1]
2022-03-13 22:03:866 INFO  ProductPage :46 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (282938c5131bc58c40ab27fa0b3f2780)] -> id: twotabsearchtextbox]
2022-03-13 22:03:882 INFO  ProductPage :50 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (282938c5131bc58c40ab27fa0b3f2780)] -> id: nav-search-submit-button]
2022-03-13 22:03:673 INFO  ProductPage :55 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (282938c5131bc58c40ab27fa0b3f2780)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-13 22:03:766 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-13 22:03:744 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (2b56e00bca774850ba886df234862c97)] -> partial link text: Hello, Sign in]
2022-03-13 22:03:707 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (2b56e00bca774850ba886df234862c97)] -> xpath: //input[@name='email']]
2022-03-13 22:03:723 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (2b56e00bca774850ba886df234862c97)] -> id: continue]
2022-03-13 22:03:643 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (2b56e00bca774850ba886df234862c97)] -> name: password]
2022-03-13 22:03:655 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (2b56e00bca774850ba886df234862c97)] -> id: signInSubmit]
2022-03-13 22:03:652 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (2b56e00bca774850ba886df234862c97)] -> id: nav-link-accountList-nav-line-1]
2022-03-13 22:03:834 INFO  ProductPage :44 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (2b56e00bca774850ba886df234862c97)] -> id: twotabsearchtextbox]
2022-03-13 22:03:858 INFO  ProductPage :48 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (2b56e00bca774850ba886df234862c97)] -> id: nav-search-submit-button]
2022-03-13 22:03:460 INFO  ProductPage :53 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (2b56e00bca774850ba886df234862c97)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-13 22:03:751 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-13 22:03:820 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (5c0a265665cdc90f63d1634bef6c972a)] -> partial link text: Hello, Sign in]
2022-03-13 22:03:879 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (5c0a265665cdc90f63d1634bef6c972a)] -> xpath: //input[@name='email']]
2022-03-13 22:03:896 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (5c0a265665cdc90f63d1634bef6c972a)] -> id: continue]
2022-03-13 22:03:744 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (5c0a265665cdc90f63d1634bef6c972a)] -> name: password]
2022-03-13 22:03:757 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (5c0a265665cdc90f63d1634bef6c972a)] -> id: signInSubmit]
2022-03-13 22:03:792 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (5c0a265665cdc90f63d1634bef6c972a)] -> id: nav-link-accountList-nav-line-1]
2022-03-13 22:03:987 INFO  ProductPage :44 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (5c0a265665cdc90f63d1634bef6c972a)] -> id: twotabsearchtextbox]
2022-03-13 22:03:03 INFO  ProductPage :48 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (5c0a265665cdc90f63d1634bef6c972a)] -> id: nav-search-submit-button]
2022-03-13 22:03:570 INFO  ProductPage :53 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (5c0a265665cdc90f63d1634bef6c972a)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-13 22:03:411 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-13 22:03:395 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (962412f9d5ef21ad5dca778628c26514)] -> partial link text: Hello, Sign in]
2022-03-13 22:03:544 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (962412f9d5ef21ad5dca778628c26514)] -> xpath: //input[@name='email']]
2022-03-13 22:03:563 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (962412f9d5ef21ad5dca778628c26514)] -> id: continue]
2022-03-13 22:03:456 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (962412f9d5ef21ad5dca778628c26514)] -> name: password]
2022-03-13 22:03:469 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (962412f9d5ef21ad5dca778628c26514)] -> id: signInSubmit]
2022-03-13 22:03:558 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (962412f9d5ef21ad5dca778628c26514)] -> id: nav-link-accountList-nav-line-1]
2022-03-13 22:03:851 INFO  ProductPage :44 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (962412f9d5ef21ad5dca778628c26514)] -> id: twotabsearchtextbox]
2022-03-13 22:03:875 INFO  ProductPage :48 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (962412f9d5ef21ad5dca778628c26514)] -> id: nav-search-submit-button]
2022-03-13 22:03:646 INFO  ProductPage :53 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (962412f9d5ef21ad5dca778628c26514)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-13 22:03:653 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-13 22:03:767 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (4d62e7a442306e6ec4d52a9950d0e7b8)] -> partial link text: Hello, Sign in]
2022-03-13 22:03:939 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (4d62e7a442306e6ec4d52a9950d0e7b8)] -> xpath: //input[@name='email']]
2022-03-13 22:03:957 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (4d62e7a442306e6ec4d52a9950d0e7b8)] -> id: continue]
2022-03-13 22:03:989 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (4d62e7a442306e6ec4d52a9950d0e7b8)] -> name: password]
2022-03-13 22:03:03 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (4d62e7a442306e6ec4d52a9950d0e7b8)] -> id: signInSubmit]
2022-03-13 22:03:06 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (4d62e7a442306e6ec4d52a9950d0e7b8)] -> id: nav-link-accountList-nav-line-1]
2022-03-13 22:03:208 INFO  ProductPage :45 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (4d62e7a442306e6ec4d52a9950d0e7b8)] -> id: twotabsearchtextbox]
2022-03-13 22:03:248 INFO  ProductPage :49 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (4d62e7a442306e6ec4d52a9950d0e7b8)] -> id: nav-search-submit-button]
2022-03-13 22:03:172 INFO  ProductPage :54 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (4d62e7a442306e6ec4d52a9950d0e7b8)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-13 22:03:885 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-13 22:03:821 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (91ec51f64a526d6276994bdc9a2d7ad3)] -> partial link text: Hello, Sign in]
2022-03-13 22:03:536 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (91ec51f64a526d6276994bdc9a2d7ad3)] -> xpath: //input[@name='email']]
2022-03-13 22:03:550 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (91ec51f64a526d6276994bdc9a2d7ad3)] -> id: continue]
2022-03-13 22:03:349 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (91ec51f64a526d6276994bdc9a2d7ad3)] -> name: password]
2022-03-13 22:03:369 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (91ec51f64a526d6276994bdc9a2d7ad3)] -> id: signInSubmit]
2022-03-13 22:03:384 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (91ec51f64a526d6276994bdc9a2d7ad3)] -> id: nav-link-accountList-nav-line-1]
2022-03-13 22:03:559 INFO  ProductPage :45 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (91ec51f64a526d6276994bdc9a2d7ad3)] -> id: twotabsearchtextbox]
2022-03-13 22:03:582 INFO  ProductPage :49 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (91ec51f64a526d6276994bdc9a2d7ad3)] -> id: nav-search-submit-button]
2022-03-13 22:03:250 INFO  ProductPage :54 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (91ec51f64a526d6276994bdc9a2d7ad3)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-13 22:03:352 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-13 22:03:430 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (6790b0cdecac40df4b027f2e43b3629c)] -> partial link text: Hello, Sign in]
2022-03-13 22:03:400 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (6790b0cdecac40df4b027f2e43b3629c)] -> xpath: //input[@name='email']]
2022-03-13 22:03:418 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (6790b0cdecac40df4b027f2e43b3629c)] -> id: continue]
2022-03-13 22:03:323 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (6790b0cdecac40df4b027f2e43b3629c)] -> name: password]
2022-03-13 22:03:337 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (6790b0cdecac40df4b027f2e43b3629c)] -> id: signInSubmit]
2022-03-13 22:03:235 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (6790b0cdecac40df4b027f2e43b3629c)] -> id: nav-link-accountList-nav-line-1]
2022-03-13 22:03:435 INFO  ProductPage :45 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (6790b0cdecac40df4b027f2e43b3629c)] -> id: twotabsearchtextbox]
2022-03-13 22:03:459 INFO  ProductPage :49 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (6790b0cdecac40df4b027f2e43b3629c)] -> id: nav-search-submit-button]
2022-03-13 22:03:397 INFO  ProductPage :54 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (6790b0cdecac40df4b027f2e43b3629c)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-13 22:03:493 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-13 22:03:557 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (b7bd91fe6420e5ba5b91fcea37be87a1)] -> partial link text: Hello, Sign in]
2022-03-13 22:03:551 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (b7bd91fe6420e5ba5b91fcea37be87a1)] -> xpath: //input[@name='email']]
2022-03-13 22:03:569 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (b7bd91fe6420e5ba5b91fcea37be87a1)] -> id: continue]
2022-03-13 22:03:455 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (b7bd91fe6420e5ba5b91fcea37be87a1)] -> name: password]
2022-03-13 22:03:468 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (b7bd91fe6420e5ba5b91fcea37be87a1)] -> id: signInSubmit]
2022-03-13 22:03:334 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (b7bd91fe6420e5ba5b91fcea37be87a1)] -> id: nav-link-accountList-nav-line-1]
2022-03-13 22:03:526 INFO  ProductPage :45 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (b7bd91fe6420e5ba5b91fcea37be87a1)] -> id: twotabsearchtextbox]
2022-03-13 22:03:542 INFO  ProductPage :49 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (b7bd91fe6420e5ba5b91fcea37be87a1)] -> id: nav-search-submit-button]
2022-03-13 22:03:215 INFO  ProductPage :54 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (b7bd91fe6420e5ba5b91fcea37be87a1)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-13 22:03:279 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-13 22:03:591 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (a6e8a3ea7ce2bc6bccd45fb20e18c741)] -> partial link text: Hello, Sign in]
2022-03-13 22:03:551 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (a6e8a3ea7ce2bc6bccd45fb20e18c741)] -> xpath: //input[@name='email']]
2022-03-13 22:03:567 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (a6e8a3ea7ce2bc6bccd45fb20e18c741)] -> id: continue]
2022-03-13 22:03:455 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (a6e8a3ea7ce2bc6bccd45fb20e18c741)] -> name: password]
2022-03-13 22:03:471 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (a6e8a3ea7ce2bc6bccd45fb20e18c741)] -> id: signInSubmit]
2022-03-13 22:03:493 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (a6e8a3ea7ce2bc6bccd45fb20e18c741)] -> id: nav-link-accountList-nav-line-1]
2022-03-13 22:03:686 INFO  ProductPage :45 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (a6e8a3ea7ce2bc6bccd45fb20e18c741)] -> id: twotabsearchtextbox]
2022-03-13 22:03:702 INFO  ProductPage :49 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (a6e8a3ea7ce2bc6bccd45fb20e18c741)] -> id: nav-search-submit-button]
2022-03-13 22:03:338 INFO  ProductPage :54 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (a6e8a3ea7ce2bc6bccd45fb20e18c741)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-13 22:03:107 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-13 22:03:300 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (82303d2085d49afb47ed1cc85079a0be)] -> partial link text: Hello, Sign in]
2022-03-13 22:03:304 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (82303d2085d49afb47ed1cc85079a0be)] -> xpath: //input[@name='email']]
